address,price,description,bedrooms,bathrooms,latitude,longitude,postcode,property_id
Green Lanes Palmers Green,1500,This fabulous one bedroom flat is located on the second floor of a newly built development in Palmers Green finished to a high specification.,1,1,51.621756,-0.1055953,N13,28761ee50b0eb96f30c61b5cc341d62f
"Central Road, MORDEN",2100,"**Zero Deposit Available**
Located within extremely close proximity of Morden town centre with its variety of local shops and amenities, as well as the ever popular Morden Underground and Morden South train stations providing commuters with convenient and speedy access in to Central London.",3,1,51.394663,-0.1946249,SM4 5PQ,0b44ecf6a47d526b82eb0194ace21951
"Greatorex Street, Brick Lane, London",2750,"ZERO DEPOSIT AVAILABLE. LONG LET. Peacefully set within a secure development with communal gardens, this spacious 2 bedroom third floor flat enjoys pleasant views, modern interior and convenient location for access to the City and Canary Wharf.",2,2,51.5178304,-0.0670581,E1,f329a6292a881bc29c8387009a1f2fbb
"Greatorex Street, Brick Lane, London",4000,"SHORT LET. Peacefully set within a secure development with communal gardens, this spacious 2 bedroom third floor flat enjoys pleasant views, modern interior and convenient location for access to the City and Canary Wharf.",2,2,51.5178304,-0.0670581,E1,6a09984766b7ef99218a3fb8f4f245f6
"Three Colts Lane, Bethnal Green, London",3600,"LONG LET. Set on the 7th floor, this 2 bedroom flat boasts stylish accommodation including a large open-plan reception room, a modern kitchen and 2 lovely double bedrooms with fitted storage.",2,2,51.5245575,-0.0561695,E2,a72f109862933564755025bab304e042
"Huntington House, Prince of Wales Drive",5417,"A wonderful three bedroom apartment in Huntington House set within the highly anticipated Prince of Wales Drive development. This exclusive apartment features three double bedrooms, a luxurious bathroom suite, open plan kitchen/ reception room with dual aspect windows and a private balcony. Each ...",3,2,51.47811420000001,-0.1469996,SW11 4EJ,95fabfeb1689aac6d0fd42e4c01be229
"Merchant Square, East West Quay, Paddington",7190,"A large THREE bedroom apartment set on the FOURTH floor of this prestigious building set off Paddington Basin featuring a concierge, lift service, CCTV and secure underground parking. A stunning interior designed apartment with water views, comprising of a beautiful reception room with superb vi...",3,2,51.5189256,-0.1730681,W2,494de60b907b7bf72839d105b10c8723
"Lannoy Road, London",1900,"Two double bedroom semi detached house situated in an extremely convenient location, a very short walk to New Eltham train station and High Street with Wybourne Primary, Dulverton Primary and St Olaves Prep School all very close by.The property will be offered to the new occupier with a...",2,1,51.4394827,0.0727142,SE9,bb07efe4755ee293ff4166e2f7c4f031
"The Green, Chingford Green, London",2600,"** REGISTER FOR VIEWING DAY 11.00AM TO 2.00PM SATURDAY THE 29TH MARCH ** Welcome to this Superbly appointed and spacious character family home this attractive semi-detached house is situated in Chingford Green offering four good sized bedrooms, this property is perfect for families seeking comfor...",4,2,51.631089,0.0002165,E4 7EX,20d0519298c9c68c7877df1eb78152cd
"Court Close, St John's Wood Park",12783,A beautifully presented 4 bedroom contemporary townhouse (approx 1895 sq ft / 176 sq m) in a private gated residential complex. The house has been extended to provide a lovely family home over three floors with open-living areas leading onto a landscaped south facing private garden. Court Close...,4,4,51.5409018,-0.1743372,NW8 6NN,e4a2f86e296571b4756b72c572f49244
"Merchant Square, Paddington",7064,"A stunning interior-designed three bedroom apartment with stunning water views, set within the heart of the Paddington Basin. The apartments comprises a beautiful reception room with superb views, a modern fully fitted open plan kitchen, three bedrooms, two bathrooms and ample storage space. The...",3,2,51.5189256,-0.1730681,W2,4e79e8be109904006d23d59b8df426ab
"Chalkwell Park Avenue, London",1800,"Newly Refurbished Ground Floor Maisonette With Two Double Bedrooms, Modern Kitchen, Lounge, Bathroom, Driveway & Rear Garden. Council Tax Band D.",2,0,51.6488165,-0.0782884,EN1,e49a225a053358b9b38ffa0d7b3451a8
Fernhead Road - Great Space and Very Bright,1751,"A beautifully presented one bedroom apartment on the 2nd floor of this converted Victorian house with communal garden. Offering excellent natural light, the accommodation comprises: spacious double aspect reception room with dining area, double bedroom with wardrobe, separate kitchen with breakf...",1,1,51.5287203,-0.2014234,W9 3EU,d080173b6ffe9d6a837b06ecaa599ce8
"The Terrace, Barnes, London",2200,"SHORT LET. Set in a beautiful red brick mansion with well-manicured courtyards, this superb 1 bedroom flat showcases elegant interiors. A charming reception offers a quaint fireplace and leads into a stylish yet modern kitchen.",1,1,51.4720548,-0.2535028,SW13,932c0a213efbdda3a87f69ba0adb1e19
"Perseus Court, Arniston Way",2167,"*Video Viewing Available*
A modern one bedroom apartment situated in the new Blackwall Reach developent close to Blackwall DLR and walking distance into Canary Wharf.",1,1,51.5086173,-0.0083977,E14,8e41172c6b41eff18e7cb915502efcc3
"Grove End Gardens, Grove End Road, London",3077,No summary available.,1,1,51.5330322,-0.1766523,NW8 9LT,c1c2daa6c67ca22d5b00d52e3cffbbf2
Kensington Gardens Square,29900,"Occupying the entire top seventh floor, the Penthouse is a three bedroom lateral apartment extending to approximately 2,849sqft of luxurious living space with direct lift access and two car spaces. A private rooftop terrace and two large balconies provide additional outside entertaining space.",3,4,51.5144803,-0.1898553,W2,c12abccc8690eb3211b3860615422762
"Nottingham Place, London",5200,"A large 2 bedrooms flat (1,192 sq ft/111 sq m) flat with private entrance and patio located minutes from the amenities of Marylebone and Baker Street. The property comprises a large hallway, 2 double bedrooms, 1 study/bedroom, 1 bathroom and 1 en-suite, living room.",3,2,51.5218975,-0.1531328,W1U,7d930b62865cf6678c0ab79ae92f6959
"Marsh Wall, London",2900,"BRAND NEW apartment in Aspen at Consort Place, E14. This elegant apartment is located on a high floor and offers 604sq/ft of internal space.",1,1,51.5003349,-0.0177778,E22,389f9897c6852c2eef3baf62fea7cc60
"Brixton Road, 506A Brixton Road,8EN",1500,"Harmens are proud to present a modern one bedroom flat opposite Brixton Underground station. The property comprises of a good size open plan kitchen and lounge, a double bedroom and a bathroom.",1,1,51.4617121,-0.1156997,SW9,eeee568eafdab1043c64a6cdaa6952a1
"Azure Apartments, Dragonfly Walk",3000,"Regent are excited to offer this newly built two-bedroom apartment in the heart of Azure Apartments, part of the famous Woodberry Down Park development, N4. This well-proportioned apartment comprises two double bedrooms with fitted wardrobes, a large open-plan kitchen with...",2,2,51.5728114,-0.1000159,N4,b8d3a72797c3357d1219342e75dd52fa
"Alie Street, Aldgate",2600,"Luxury studio apartment within a prestigious development in Aldgate East, close to The City and easy reach of Central London. This beautifully finished apartment comes interior designed and benefits from superb resident only amenities.",0,1,51.514471,-0.0755039,E1,911ace6cceba9a0269255e9a11482923
Battersea Park Road,1850,"2 bedroom flat located above commercial premises on Battersea Park Road, moments from Battersea Park, a short walk from Chelsea Bridge and Battersea Power Station. Comprises open plan reception room and modern kitchen with integrated appliances and large south facing windows providing lo...",2,1,51.4746761,-0.1543773,SW11 4ND,327d11cd48882ac4e890f2631173de98
Mitcham Lane,2300,"This is a spacious, split level three double bedroom flat which is fully furnished. The flat comprises of a large reception room with adjoining modern kitchen with dishwasher, three double bedrooms and bathroom. The property has been completed to a high standard throughout with zone (cont.)",3,1,51.4249292,-0.1406516,SW16 6LG,ae8e30980658c1241ff48fc63ec58b9a
"Long Lane, East Finchley, London",2400,"NO DEPOSIT OPTION AVAILABLE A newly refurbished ground floor 3 bedroom garden flat ideally located in East Finchley The bright and spacious property offers 3 double bedrooms, a modern, separate kitchen and beautifully presented bathroom. It also boasts access to its own, lar...",3,1,51.593575,-0.172848,N2,c34b750107b6e5dd04c819b58fa16ecc
"Tidworth Road, LONDON",2400,Photographs to Follow - A superbly presented three bedroom apartment in a quiet location close to Bow Road,3,1,51.5245727,-0.0229726,E3 4XH,360a22a27bd2c9361dbd50564fa0a2dc
"Cannon Hill Lane, Raynes Park, London",3600,"ZERO DEPOSIT AVAILABLE. LONG LET. A delightful 3 bedroom semi-detached house in Raynes Park, benefiting from modern décor throughout, separate dining room, private 90' garden and off-street parking.",3,2,51.4018132,-0.2167825,SW20,cd72462416ea5a89047a1daf6a3fdaf0
"Gap Road, Wimbledon, London",2492,"SHORT LET. Presented in wonderful condition, this superb 1 bedroom split-level flat is conveniently located for transport links and amenities, offering ample living space, stylish fixtures and a charming 20' garden.",1,1,51.4277891,-0.1944859,SW19,b086839de2133c3830ca1d8bcbf31253
"Gap Road, Wimbledon, London",1600,"ZERO DEPOSIT AVAILABLE. LONG LET. Presented in wonderful condition, this superb 1 bedroom split-level flat is conveniently located for transport links and amenities, offering ample living space, stylish fixtures and a charming 20' garden.",1,1,51.4277891,-0.1944859,SW19,883c8cf4e76a763edc333d567ec4450f
"Du Cane Court, Balham, London",1550,"ZERO DEPOSIT AVAILABLE. LONG LET. This charming one bedroom fifth floor flat is located in this imposing development and boasts easy access to shops, bars, restaurants and Tube/National Rail.",1,1,51.4414834,-0.1557779,SW17,6aacdd9f4741c62cfbdb8efd1e4397c4
"St. Johns Road, Isleworth, Middlesex",2195,***ONE MONTH RENT FREE***AVAILABLE MID MARCH***GREAT LOCATION***FURNISHED***NEXT TO STATION***CALL NOW TO VIEW...,3,1,51.4718739,-0.3345783,TW7,ea2a8806e69bdee4f88ef20049139242
"Flat 2 5 Chalfont Road, London",2300,"Set within the sought-after Chalfont Road Conservation Area, this impressive three-bedroom split-level apartment is located on a peaceful residential street. Meticulously converted to an exceptional standard, the property seamlessly blends period charm with modern living.",3,0,51.4015151,-0.0762156,SE25,94e019621dc04aece86e12aa829bd0e5
Offenham Road London,2600,This attractive apartment is stylishly decorated with contemporary charm throughout. Boasting a private balcony offering picturesque views over the green space and available on a short term.,2,2,51.4757823,-0.1084206,SW9,95937b33d0075a15538983dbc9184224
"Rotherhithe Street, Rotherhithe, London",2817,"SHORT LET. Offering abundant living space and modern décor throughout, this fabulous 2 bedroom flat further benefits from a good-sized garage/store room that is directly accessible from the flat.",2,2,51.5043933,-0.0457696,SE16,bd67ae1a125cea1039fee1f4c95c9207
Emerson Court,2750,"A beautiful three- bedroom flat presented in excellent condition throughout. This property comes part-furnished and comprises three bedrooms, one bathroom, a modern fitted kitchen and a large bright reception room leading on to a well-kept private patio leading onto well-kept communal gardens. Th...",3,1,51.4255297,-0.2050566,SW19,58faad9840fb63555645120ad3516d1e
"St. James's Gardens, London",2362,A wonderfully bright and airy one bedroom flat on the first floor of this period conversion with use and views of the stunning communal garden square below.,1,1,51.5080065,-0.2134538,W11,482c87597d0c6bb359410892485209ec
"Old Compton Street, Soho",1647,Available from the 17th of April on a furnished basis is this well presented second floor studio flat located on one of vibrant Soho's most iconic streets. The property is one of seven is this well kept building with it's main entrance door accessed from the street and briefly comprises an e...,0,1,51.5131583,-0.131321,W1D 5JA,e197f995296705e47dfa45400f449d38
"Hamlet Gardens, King Street, Hammersmith",4500,Get 2 weeks rent free now! FREE WIFI TILL END MAY-2025 This luxurious and timeless three bedroom apartment at Hamlet Gardens has been designed for larger families or those who need a little extra space in their next home.,3,2,51.4946512,-0.2407673,W6,990256577e6c836f7647ebd5e8fe1de7
